event,eventLabel,caborLabel,lokasiLabel,tahun
http://www.wikidata.org/entity/Q61465595,2019 Sofia Trophy - senior ladies' singles,ladies' singles,Bulgaria,2019
http://www.wikidata.org/entity/Q61626716,2019 Four Continents Figure Skating Championships - men's singles,men's singles,United States,2019
http://www.wikidata.org/entity/Q61626797,2019 Four Continents Figure Skating Championships - ladies' singles,ladies' singles,United States,2019
http://www.wikidata.org/entity/Q61626985,2019 Four Continents Figure Skating Championships - pair skating,pair skating,United States,2019
http://www.wikidata.org/entity/Q61627025,2019 Four Continents Figure Skating Championships - ice dancing,ice dance,United States,2019
http://www.wikidata.org/entity/Q61635556,2019 Nordic Figure Skating Championships - senior men's singles,men's singles,Sweden,2019
http://www.wikidata.org/entity/Q61635586,2019 Nordic Figure Skating Championships - senior ladies' singles,ladies' singles,Sweden,2019
http://www.wikidata.org/entity/Q61635693,2019 Bavarian Open - senior pair skating,pair skating,Germany,2019
http://www.wikidata.org/entity/Q61635960,2019 Bavarian Open - senior men's singles,men's singles,Germany,2019
http://www.wikidata.org/entity/Q61635990,2019 Bavarian Open - senior ladies' singles,ladies' singles,Germany,2019
http://www.wikidata.org/entity/Q61636039,2019 Bavarian Open - senior ice dancing,ice dance,Germany,2019
http://www.wikidata.org/entity/Q61636484,Dragon Trophy 2019 - senior men's singles,men's singles,Slovenia,2019
http://www.wikidata.org/entity/Q61636536,Dragon Trophy 2019 - senior ladies' singles,ladies' singles,Slovenia,2019
http://www.wikidata.org/entity/Q61732456,figure skating at the 2019 European Youth Olympic Winter Festival - boys,men's singles,Bosnia and Herzegovina,2019
http://www.wikidata.org/entity/Q61732458,figure skating at the 2019 European Youth Olympic Winter Festival - girls,ladies' singles,Bosnia and Herzegovina,2019
http://www.wikidata.org/entity/Q61738381,2019 Egna Dance Trophy - senior ice dancing,ice dance,Italy,2019
http://www.wikidata.org/entity/Q61748730,2019 Jégvirág Cup - senior men's singles,men's singles,Hungary,2019
http://www.wikidata.org/entity/Q61748838,2019 Jégvirág Cup - senior ladies' singles,ladies' singles,Hungary,2019
http://www.wikidata.org/entity/Q61766532,2019 Russian Cup Final - senior men's singles,men's singles,Russia,2019
http://www.wikidata.org/entity/Q61766556,2019 Russian Cup Final - senior ladies' singles,ladies' singles,Russia,2019
http://www.wikidata.org/entity/Q61766567,2019 Russian Cup Final - senior ice dancing,ice dance,Russia,2019
http://www.wikidata.org/entity/Q61766577,2019 Russian Cup Final - senior pair skating,pair skating,Russia,2019
http://www.wikidata.org/entity/Q61774763,2019 Open Ice Mall Cup - senior men's singles,men's singles,Israel,2019
http://www.wikidata.org/entity/Q61774776,2019 Open Ice Mall Cup - senior ladies' singles,ladies' singles,Israel,2019
http://www.wikidata.org/entity/Q61774781,2019 Open Ice Mall Cup - senior pair skating,pair skating,Israel,2019
http://www.wikidata.org/entity/Q61774788,2019 Open Ice Mall Cup - senior ice dancing,ice dance,Israel,2019
http://www.wikidata.org/entity/Q61774817,2019 Challenge Cup - senior men's singles,men's singles,Netherlands,2019
http://www.wikidata.org/entity/Q61774838,2019 Challenge Cup - senior pair skating,pair skating,Netherlands,2019
http://www.wikidata.org/entity/Q61774854,2019 Challenge Cup - senior ladies' singles,ladies' singles,Netherlands,2019
http://www.wikidata.org/entity/Q61774873,2019 Tallink Hotels Cup - senior men's singles,men's singles,Estonia,2019
http://www.wikidata.org/entity/Q61774881,2019 Tallink Hotels Cup - senior ladies' singles,ladies' singles,Estonia,2019
http://www.wikidata.org/entity/Q61862414,2019 Cup of Tyrol - senior men's singles,men's singles,Austria,2019
http://www.wikidata.org/entity/Q61862419,2019 Cup of Tyrol - senior ladies' singles,ladies' singles,Austria,2019
http://www.wikidata.org/entity/Q59659640,2018–19 ISU Speed Skating World Cup – World Cup 5,long track speed skating,Norway,2019
http://www.wikidata.org/entity/Q60473335,2019 Norwegian Figure Skating Championships - senior ladies' singles,ladies' singles,Norway,2019
http://www.wikidata.org/entity/Q60473587,2019 Norwegian Figure Skating Championships - senior men's singles,men's singles,Norway,2019
http://www.wikidata.org/entity/Q60474103,2018 EDU Sport Trophy - senior ladies' singles,ladies' singles,Romania,2019
http://www.wikidata.org/entity/Q60474408,2019 EduSport Trophy - senior men's singles,men's singles,Romania,2019
http://www.wikidata.org/entity/Q60474416,2019 EduSport Trophy - senior ladies' singles,ladies' singles,Romania,2019
http://www.wikidata.org/entity/Q60513760,2019 Mentor Toruń Cup - senior ladies' singles,ladies' singles,Poland,2019
http://www.wikidata.org/entity/Q60513800,2019 Mentor Toruń Cup - senior men's singles,men's singles,Poland,2019
http://www.wikidata.org/entity/Q60513845,2019 Mentor Toruń Cup - senior ice dancing,ice dance,Poland,2019
http://www.wikidata.org/entity/Q60641735,2019 Skate Helena - senior men's singles,men's singles,Serbia,2019
http://www.wikidata.org/entity/Q60641777,2019 Skate Helena - senior ladies' singles,ladies' singles,Serbia,2019
http://www.wikidata.org/entity/Q60642378,2019 South Korean Figure Skating Championships - senior ladies' singles,ladies' singles,South Korea,2019
http://www.wikidata.org/entity/Q60642800,2019 South Korean Figure Skating Championships - senior men's singles,men's singles,South Korea,2019
http://www.wikidata.org/entity/Q60731336,2019 Canadian Figure Skating Championships - senior men's singles,men's singles,Canada,2019
http://www.wikidata.org/entity/Q60731962,2019 Canadian Figure Skating Championships - senior ladies' singles,ladies' singles,Canada,2019
http://www.wikidata.org/entity/Q60732724,2019 Canadian Figure Skating Championships - senior pair skating,pair skating,Canada,2019
http://www.wikidata.org/entity/Q60732987,2019 Canadian Figure Skating Championships - senior ice dancing,ice dance,Canada,2019
http://www.wikidata.org/entity/Q60735850,2019 European Figure Skating Championships - men's singles,men's singles,Belarus,2019
http://www.wikidata.org/entity/Q60735892,2019 European Figure Skating Championships - ladies' singles,ladies' singles,Belarus,2019
http://www.wikidata.org/entity/Q60735925,2019 European Figure Skating Championships - pair skating,pair skating,Belarus,2019
http://www.wikidata.org/entity/Q60735962,2019 European Figure Skating Championships - ice dancing,ice dance,Belarus,2019
http://www.wikidata.org/entity/Q60847510,Q60847510,three-cushion billiards,Turkey,2019
http://www.wikidata.org/entity/Q60852044,2019 United States Figure Skating Championships - senior men's singles,men's singles,United States,2019
http://www.wikidata.org/entity/Q60852208,2019 United States Figure Skating Championships - senior ladies' singles,ladies' singles,United States,2019
http://www.wikidata.org/entity/Q60852299,2019 United States Figure Skating Championships - senior pair skating,pair skating,United States,2019
http://www.wikidata.org/entity/Q60852357,2019 United States Figure Skating Championships - senior ice dancing,ice dance,United States,2019
http://www.wikidata.org/entity/Q60972776,2018–19 ISU Speed Skating World Cup – World Cup 6,long track speed skating,United States,2019
http://www.wikidata.org/entity/Q61973301,2019 World Junior Figure Skating Championships - men's singles,men's singles,Croatia,2019
http://www.wikidata.org/entity/Q61973329,2019 World Junior Figure Skating Championships - ladies' singles,ladies' singles,Croatia,2019
http://www.wikidata.org/entity/Q61973362,2019 World Junior Figure Skating Championships - pair skating,pair skating,Croatia,2019
http://www.wikidata.org/entity/Q61973385,2019 World Junior Figure Skating Championships - ice dancing,ice dance,Croatia,2019
http://www.wikidata.org/entity/Q61983110,figure skating at the 2019 Winter Universiade - men's singles,men's singles,Russia,2019
http://www.wikidata.org/entity/Q61983113,figure skating at the 2019 Winter Universiade - ladies' singles,ladies' singles,Russia,2019
http://www.wikidata.org/entity/Q61983115,figure skating at the 2019 Winter Universiade - pair skating,pair skating,Russia,2019
http://www.wikidata.org/entity/Q61983120,figure skating at the 2019 Winter Universiade - ice dancing,ice dance,Russia,2019
http://www.wikidata.org/entity/Q61983124,figure skating at the 2019 Winter Universiade - synchronized skating,synchronized skating,Russia,2019
http://www.wikidata.org/entity/Q74800220,2019 CS Warsaw Cup - men's singles,men's singles,Poland,2019
http://www.wikidata.org/entity/Q74800239,2019 CS Warsaw Cup - ladies' singles,ladies' singles,Poland,2019
http://www.wikidata.org/entity/Q74800260,2019 CS Warsaw Cup - pair skating,pair skating,Poland,2019
http://www.wikidata.org/entity/Q74800276,2019 CS Warsaw Cup - ice dancing,ice dance,Poland,2019
http://www.wikidata.org/entity/Q74802504,2019 Icelab International Cup - senior pair skating,pair skating,Italy,2019
http://www.wikidata.org/entity/Q74802814,2019 Pavel Roman Memorial - senior ice dancing,ice dance,Czech Republic,2019
http://www.wikidata.org/entity/Q74803561,2019 Prague Ice Cup - senior men's singles,men's singles,Czech Republic,2019
http://www.wikidata.org/entity/Q74803571,2019 Prague Ice Cup - senior ladies' singles,ladies' singles,Czech Republic,2019
http://www.wikidata.org/entity/Q74804428,2019 Tallinn Trophy - senior men's singles,men's singles,Estonia,2019
http://www.wikidata.org/entity/Q74804435,2019 Tallinn Trophy - senior ladies' singles,ladies' singles,Estonia,2019
http://www.wikidata.org/entity/Q74805006,2019 Denkova-Staviski Cup - senior men's singles,men's singles,Bulgaria,2019
http://www.wikidata.org/entity/Q74805013,2019 Denkova-Staviski Cup - senior ladies' singles,ladies' singles,Bulgaria,2019
http://www.wikidata.org/entity/Q75083671,2019 Rostelecom Cup - men's singles,men's singles,Russia,2019
http://www.wikidata.org/entity/Q75083677,2019 Rostelecom Cup - ladies' singles,ladies' singles,Russia,2019
http://www.wikidata.org/entity/Q75083685,2019 Rostelecom Cup - pair skating,pair skating,Russia,2019
http://www.wikidata.org/entity/Q75083698,2019 Rostelecom Cup - ice dancing,ice dance,Russia,2019
http://www.wikidata.org/entity/Q75475482,2019 Open d'Andorra - senior men's singles,men's singles,Andorra,2019
http://www.wikidata.org/entity/Q75475539,2019 Open d'Andorra - senior ladies' singles,ladies' singles,Andorra,2019
http://www.wikidata.org/entity/Q75475583,2019 Open d'Andorra - senior ice dancing,ice dance,Andorra,2019
http://www.wikidata.org/entity/Q82224672,2019-2020 Belarusian Figure Skating Championships - senior ladies' singles,ladies' singles,Belarus,2019
http://www.wikidata.org/entity/Q82239789,2019-2020 Belarusian Figure Skating Championships - senior men's singles,men's singles,Belarus,2019
http://www.wikidata.org/entity/Q83373376,2019 NHK Trophy - men's singles,men's singles,Japan,2019
http://www.wikidata.org/entity/Q84312730,2019 NHK Trophy - ladies' singles,ladies' singles,Japan,2019
http://www.wikidata.org/entity/Q84312733,2019 NHK Trophy - pair skating,pair skating,Japan,2019
http://www.wikidata.org/entity/Q84312735,2019 NHK Trophy - ice dancing,ice dance,Japan,2019
http://www.wikidata.org/entity/Q84312747,figure skating at the 2019 Southeast Asian Games - men's singles,men's singles,Philippines,2019
http://www.wikidata.org/entity/Q84312752,figure skating at the 2019 Southeast Asian Games - ladies' singles,ladies' singles,Philippines,2019
http://www.wikidata.org/entity/Q84313150,2019 CS Golden Spin of Zagreb - senior men's singles,men's singles,Croatia,2019
http://www.wikidata.org/entity/Q84313161,2019 CS Golden Spin of Zagreb - senior ladies' singles,ladies' singles,Croatia,2019
http://www.wikidata.org/entity/Q84313165,2019 CS Golden Spin of Zagreb - senior pair skating,pair skating,Croatia,2019
http://www.wikidata.org/entity/Q84313170,2019 CS Golden Spin of Zagreb - senior ice dancing,ice dance,Croatia,2019
http://www.wikidata.org/entity/Q84313180,2019–20 Grand Prix of Figure Skating Final - men's singles,men's singles,Italy,2019
http://www.wikidata.org/entity/Q84313183,2019–20 Grand Prix of Figure Skating Final - ladies' singles,ladies' singles,Italy,2019
http://www.wikidata.org/entity/Q84313188,2019–20 Grand Prix of Figure Skating Final - pair skating,pair skating,Italy,2019
http://www.wikidata.org/entity/Q84313190,2019–20 Grand Prix of Figure Skating Final - ice dancing,ice dance,Italy,2019
http://www.wikidata.org/entity/Q84313273,2019-2020 ISU Junior Grand Prix Final - men's singles,men's singles,Italy,2019
http://www.wikidata.org/entity/Q84313297,2019-2020 ISU Junior Grand Prix Final - ladies' singles,ladies' singles,Italy,2019
http://www.wikidata.org/entity/Q84313321,2019-2020 ISU Junior Grand Prix Final - pair skating,pair skating,Italy,2019
http://www.wikidata.org/entity/Q84313345,2019-2020 ISU Junior Grand Prix Final - ice dancing,ice dance,Italy,2019
http://www.wikidata.org/entity/Q84314030,2019–20 Japan Figure Skating Championships - men's singles,men's singles,Japan,2019
http://www.wikidata.org/entity/Q84314035,2019–20 Japan Figure Skating Championships - ladies' singles,ladies' singles,Japan,2019
http://www.wikidata.org/entity/Q84314039,2019–20 Japan Figure Skating Championships - pair skating,pair skating,Japan,2019
http://www.wikidata.org/entity/Q84314043,2019–20 Japan Figure Skating Championships - ice dancing,ice dance,Japan,2019
http://www.wikidata.org/entity/Q84314075,2019-2020 French Figure Skating Championships - men's singles,men's singles,France,2019
http://www.wikidata.org/entity/Q84314077,2019-2020 French Figure Skating Championships - ladies' singles,ladies' singles,France,2019
http://www.wikidata.org/entity/Q84314081,2019-2020 French Figure Skating Championships - pair skating,pair skating,France,2019
http://www.wikidata.org/entity/Q84314097,2019-2020 French Figure Skating Championships - ice dancing,ice dance,France,2019
http://www.wikidata.org/entity/Q84314167,2020 Russian Figure Skating Championships - men's singles,men's singles,Russia,2019
http://www.wikidata.org/entity/Q84314171,2020 Russian Figure Skating Championships - ladies' singles,ladies' singles,Russia,2019
http://www.wikidata.org/entity/Q84314176,2020 Russian Figure Skating Championships - pair skating,pair skating,Russia,2019
http://www.wikidata.org/entity/Q84314181,2020 Russian Figure Skating Championships - ice dancing,ice dance,Russia,2019
http://www.wikidata.org/entity/Q84315236,2019-2020 Belgian Figure Skating Championships - senior ladies' singles,ladies' singles,Belgium,2019
http://www.wikidata.org/entity/Q84315250,2019 Serbian Figure Skating Championships - senior ladies' singles,ladies' singles,Serbia,2019
http://www.wikidata.org/entity/Q84315274,2019 British Figure Skating Championships - senior men's singles,men's singles,United Kingdom,2019
http://www.wikidata.org/entity/Q84315285,2019 British Figure Skating Championships - senior ladies' singles,ladies' singles,United Kingdom,2019
http://www.wikidata.org/entity/Q84315288,2019 British Figure Skating Championships - senior pair skating,pair skating,United Kingdom,2019
http://www.wikidata.org/entity/Q84315295,2019 British Figure Skating Championships - senior ice dancing,ice dance,United Kingdom,2019
http://www.wikidata.org/entity/Q84315348,2019-2020 Danish Figure Skating Championships - senior men's singles,men's singles,Denmark,2019
http://www.wikidata.org/entity/Q84315353,2019-2020 Danish Figure Skating Championships - senior ladies' singles,ladies' singles,Denmark,2019
http://www.wikidata.org/entity/Q84315359,2019-2020 Danish Figure Skating Championships - senior ice dancing,ice dance,Denmark,2019
http://www.wikidata.org/entity/Q84403704,2019-2020 Lithuanian Figure Skating Championships - senior ladies' singles,ladies' singles,Lithuania,2019
http://www.wikidata.org/entity/Q84403965,2019-2020 Swiss Figure Skating Championships - senior men's singles,men's singles,Switzerland,2019
http://www.wikidata.org/entity/Q84403967,2019-2020 Swiss Figure Skating Championships - senior ladies' singles,ladies' singles,Switzerland,2019
http://www.wikidata.org/entity/Q84403972,2019-2020 Swiss Figure Skating Championships - senior pair skating,pair skating,Switzerland,2019
http://www.wikidata.org/entity/Q84403978,2019-2020 Swiss Figure Skating Championships - senior ice dancing,ice dance,Switzerland,2019
http://www.wikidata.org/entity/Q84404585,2019 Israeli Figure Skating Championships - senior men's singles,men's singles,Israel,2019
http://www.wikidata.org/entity/Q84404657,2019 Israeli Figure Skating Championships - senior ladies' singles,ladies' singles,Israel,2019
http://www.wikidata.org/entity/Q84404735,2019 Israeli Figure Skating Championships - senior pair skating,pair skating,Israel,2019
http://www.wikidata.org/entity/Q84405327,2019-2020 Austrian Figure Skating Championships - senior men's singles,men's singles,Austria,2019
http://www.wikidata.org/entity/Q84405340,2019-2020 Austrian Figure Skating Championships - senior synchronized skating,synchronized skating,Austria,2019
http://www.wikidata.org/entity/Q84405395,2019-2020 Austrian Figure Skating Championships - senior ladies' singles,ladies' singles,Austria,2019
http://www.wikidata.org/entity/Q84405472,2019-2020 Austrian Figure Skating Championships - senior pair skating,pair skating,Austria,2019
http://www.wikidata.org/entity/Q84405797,2020 Four National Figure Skating Championships - senior men's singles,men's singles,Czech Republic,2019
http://www.wikidata.org/entity/Q84405925,2020 Four National Figure Skating Championships - senior ladies' singles,ladies' singles,Czech Republic,2019
http://www.wikidata.org/entity/Q84406054,2020 Four National Figure Skating Championships - senior pair skating,pair skating,Czech Republic,2019
http://www.wikidata.org/entity/Q84406146,2020 Four National Figure Skating Championships - senior ice dancing,ice dance,Czech Republic,2019
http://www.wikidata.org/entity/Q84406503,2019-2020 Italian Figure Skating Championships - senior synchronized skating,synchronized skating,Italy,2019
http://www.wikidata.org/entity/Q84406509,2019-2020 Italian Figure Skating Championships - senior men's singles,men's singles,Italy,2019
http://www.wikidata.org/entity/Q84406512,2019-2020 Italian Figure Skating Championships - senior ladies' singles,ladies' singles,Italy,2019
http://www.wikidata.org/entity/Q84406541,2019-2020 Italian Figure Skating Championships - senior pair skating,pair skating,Italy,2019
http://www.wikidata.org/entity/Q84406644,2019-2020 Italian Figure Skating Championships - senior ice dancing,ice dance,Italy,2019
http://www.wikidata.org/entity/Q84407335,2019-2020 Swedish Figure Skating Championships - senior men's singles,men's singles,Sweden,2019
http://www.wikidata.org/entity/Q84407352,2019-2020 Swedish Figure Skating Championships - senior ladies' singles,ladies' singles,Sweden,2019
http://www.wikidata.org/entity/Q84408046,2019-2020 Estonian Figure Skating Championships - senior men's singles,men's singles,Estonia,2019
http://www.wikidata.org/entity/Q84408052,2019-2020 Estonian Figure Skating Championships - senior ladies' singles,ladies' singles,Estonia,2019
http://www.wikidata.org/entity/Q84408070,2019-2020 Spanish Figure Skating Championships - senior synchronized skating,synchronized skating,Spain,2019
http://www.wikidata.org/entity/Q84408218,2019-2020 Spanish Figure Skating Championships - senior men's singles,men's singles,Spain,2019
http://www.wikidata.org/entity/Q84408302,2019-2020 Spanish Figure Skating Championships - senior ladies' singles,ladies' singles,Spain,2019
http://www.wikidata.org/entity/Q84408411,2019-2020 Spanish Figure Skating Championships - senior pair skating,pair skating,Spain,2019
http://www.wikidata.org/entity/Q84408484,2019-2020 Spanish Figure Skating Championships - senior ice dancing,ice dance,Spain,2019
http://www.wikidata.org/entity/Q84409955,2019-2020 Belarusian Figure Skating Championships - senior ice dancing,ice dance,Belarus,2019
http://www.wikidata.org/entity/Q84409997,2019-2020 Croatian Figure Skating Championships - senior men's singles,men's singles,Croatia,2019
http://www.wikidata.org/entity/Q84410088,2019-2020 Croatian Figure Skating Championships - senior ladies' singles,ladies' singles,Croatia,2019
http://www.wikidata.org/entity/Q84410415,2019-2020 Croatian Figure Skating Championships - senior synchronized skating,synchronized skating,Croatia,2019
http://www.wikidata.org/entity/Q84410774,2019-2020 Finnish Figure Skating Championships - senior men's singles,men's singles,Finland,2019
http://www.wikidata.org/entity/Q84410860,2019-2020 Finnish Figure Skating Championships - senior ladies' singles,ladies' singles,Finland,2019
http://www.wikidata.org/entity/Q84410934,2019-2020 Finnish Figure Skating Championships - senior ice dancing,ice dance,Finland,2019
http://www.wikidata.org/entity/Q84411252,2019 Latvian Figure Skating Championships - senior men's singles,men's singles,Latvia,2019
http://www.wikidata.org/entity/Q84411258,2019 Latvian Figure Skating Championships - senior ladies' singles,ladies' singles,Latvia,2019
http://www.wikidata.org/entity/Q84411264,2019 Latvian Figure Skating Championships - senior ice dancing,ice dance,Latvia,2019
http://www.wikidata.org/entity/Q84411271,2019 Latvian Figure Skating Championships - senior synchronized skating,synchronized skating,Latvia,2019
http://www.wikidata.org/entity/Q84411297,2019-2020 Slovenian Figure Skating Championships - senior ladies' singles,ladies' singles,Slovenia,2019
http://www.wikidata.org/entity/Q84412026,2019-2020 Ukrainian Figure Skating Championships - men's singles,men's singles,Ukraine,2019
http://www.wikidata.org/entity/Q84412052,2019-2020 Ukrainian Figure Skating Championships - ladies' singles,ladies' singles,Ukraine,2019
http://www.wikidata.org/entity/Q84412069,2019-2020 Ukrainian Figure Skating Championships - pair skating,pair skating,Ukraine,2019
http://www.wikidata.org/entity/Q64667514,basketball at the 2019 European Games – men's tournament,basketball,Belarus,2019
http://www.wikidata.org/entity/Q64726030,basketball at the 2019 European Games – women's tournament,basketball,Belarus,2019
http://www.wikidata.org/entity/Q65128196,water polo at the 2019 Summer Universiade – men's tournament,water polo,Italy,2019
http://www.wikidata.org/entity/Q65161123,handball at the 2019 Pan American Games – women's tournament,handball,Peru,2019
http://www.wikidata.org/entity/Q65234022,Q65234022,carom billiards,Belgium,2019
http://www.wikidata.org/entity/Q65234026,Q65234026,three-cushion billiards,Portugal,2019
http://www.wikidata.org/entity/Q65238485,2019–20 ISU Speed Skating World Cup – World Cup 1,long track speed skating,Belarus,2019
http://www.wikidata.org/entity/Q65238491,2019–20 ISU Speed Skating World Cup – World Cup 2,long track speed skating,Poland,2019
http://www.wikidata.org/entity/Q65238497,2019–20 ISU Speed Skating World Cup – World Cup 3,long track speed skating,Kazakhstan,2019
http://www.wikidata.org/entity/Q65947653,handball at the 2019 Pan American Games – men's tournament,handball,Peru,2019
http://www.wikidata.org/entity/Q65952653,2019–20 DHB-Pokal Women,handball,Germany,2019
http://www.wikidata.org/entity/Q66141709,2019 Survival 3C Masters 3,three-cushion billiards,Turkey,2019
http://www.wikidata.org/entity/Q66659566,2019 Junior Grand Prix France - men's singles,men's singles,France,2019
http://www.wikidata.org/entity/Q66659571,2019 Junior Grand Prix France - ladies' singles,ladies' singles,France,2019
http://www.wikidata.org/entity/Q66659574,2019 Junior Grand Prix France - ice dancing,ice dance,France,2019
http://www.wikidata.org/entity/Q66707603,2019 Philadelphia Summer International - senior ladies' singles,ladies' singles,United States,2019
http://www.wikidata.org/entity/Q66707604,2019 Philadelphia Summer International - senior men's singles,men's singles,United States,2019
http://www.wikidata.org/entity/Q66707783,2019 Philadelphia Summer International - junior men's singles,men's singles,United States,2019
http://www.wikidata.org/entity/Q66708598,2019-2020 Chinese Taipei Figure Skating Championships - senior men's singles,men's singles,Taiwan,2019
http://www.wikidata.org/entity/Q66708603,2019-2020 Chinese Taipei Figure Skating Championships - senior ladies' singles,ladies' singles,Taiwan,2019
http://www.wikidata.org/entity/Q66710639,2019 NRW Trophy - senior ice dancing,ice dance,Germany,2019
http://www.wikidata.org/entity/Q66711204,2019 Tayside Trophy - senior men's singles,men's singles,United Kingdom,2019
http://www.wikidata.org/entity/Q66711212,2019 Tayside Trophy - senior ladies' singles,ladies' singles,United Kingdom,2019
http://www.wikidata.org/entity/Q66817269,2019 Junior Grand Prix United States - men's singles,men's singles,United States,2019
http://www.wikidata.org/entity/Q66817272,2019 Junior Grand Prix United States - ladies' singles,ladies' singles,United States,2019
http://www.wikidata.org/entity/Q66817276,2019 Junior Grand Prix United States - pair skating,pair skating,United States,2019
http://www.wikidata.org/entity/Q66817279,2019 Junior Grand Prix United States - ice dancing,ice dance,United States,2019
http://www.wikidata.org/entity/Q67146278,2019 Junior Grand Prix Latvia - men's singles,men's singles,Latvia,2019
http://www.wikidata.org/entity/Q67146287,2019 Junior Grand Prix Latvia - ladies' singles,ladies' singles,Latvia,2019
http://www.wikidata.org/entity/Q67146386,2019 Junior Grand Prix Latvia - ice dancing,ice dance,Latvia,2019
http://www.wikidata.org/entity/Q67192951,2019 AIBA World Boxing Championships – featherweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67192956,2019 AIBA World Boxing Championships – lightweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67192959,2019 AIBA World Boxing Championships – welterweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67192964,2019 AIBA World Boxing Championships – middleweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67192969,2019 AIBA World Boxing Championships – light heavyweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67192973,2019 AIBA World Boxing Championships – heavyweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67192977,2019 AIBA World Boxing Championships – super heavyweight,boxing,Russia,2019
http://www.wikidata.org/entity/Q67233530,2019 Junior Grand Prix Russia - men's singles,men's singles,Russia,2019
http://www.wikidata.org/entity/Q67233591,2019 Junior Grand Prix Russia - ladies' singles,ladies' singles,Russia,2019
http://www.wikidata.org/entity/Q67233653,2019 Junior Grand Prix Russia - pair skating,pair skating,Russia,2019
http://www.wikidata.org/entity/Q67233701,2019 Junior Grand Prix Russia - ice dancing,ice dance,Russia,2019
http://www.wikidata.org/entity/Q67312906,2019 CS Autumn Classic International - men's singles,men's singles,Canada,2019
http://www.wikidata.org/entity/Q67312930,2019 CS Autumn Classic International - ladies' singles,ladies' singles,Canada,2019
http://www.wikidata.org/entity/Q67312940,2019 CS Autumn Classic International - ice dancing,ice dance,Canada,2019
http://www.wikidata.org/entity/Q67435044,2019 Lombardia Trophy - men's singles,men's singles,Italy,2019
http://www.wikidata.org/entity/Q67435063,2019 Lombardia Trophy - ladies' singles,ladies' singles,Italy,2019
http://www.wikidata.org/entity/Q67435086,2019 Lombardia Trophy - ice dancing,ice dance,Italy,2019
http://www.wikidata.org/entity/Q55082012,wrestling at the 2019 Pan American Games,wrestling,Peru,2019
http://www.wikidata.org/entity/Q55082012,wrestling at the 2019 Pan American Games,amateur wrestling,Peru,2019
http://www.wikidata.org/entity/Q51181613,2018–19 Biathlon World Cup – Stage 4,biathlon,Germany,2019
http://www.wikidata.org/entity/Q52435322,2018–19 Biathlon World Cup – Stage 5,biathlon,Germany,2019
http://www.wikidata.org/entity/Q52436618,2018–19 Biathlon World Cup – Stage 6,biathlon,Italy,2019
http://www.wikidata.org/entity/Q52437110,2018–19 Biathlon World Cup – Stage 7,biathlon,Canada,2019
http://www.wikidata.org/entity/Q52437401,2018–19 Biathlon World Cup – Stage 8,biathlon,United States,2019
http://www.wikidata.org/entity/Q52437545,2018–19 Biathlon World Cup – Stage 9,biathlon,Norway,2019
http://www.wikidata.org/entity/Q84412081,2019-2020 Ukrainian Figure Skating Championships - ice dancing,ice dance,Ukraine,2019
http://www.wikidata.org/entity/Q84412459,2019 Romanian Figure Skating Championships - men's singles,men's singles,Romania,2019
http://www.wikidata.org/entity/Q84412464,2019 Romanian Figure Skating Championships - ladies' singles,ladies' singles,Romania,2019
http://www.wikidata.org/entity/Q67701756,2019 Survival 3C Masters 4,carom billiards,South Korea,2019
http://www.wikidata.org/entity/Q67913595,2019 Junior Grand Prix Poland - men's singles,men's singles,Poland,2019
http://www.wikidata.org/entity/Q67913628,2019 Junior Grand Prix Poland - ladies' singles,ladies' singles,Poland,2019
http://www.wikidata.org/entity/Q67913675,2019 Junior Grand Prix Poland - pair skating,pair skating,Poland,2019
http://www.wikidata.org/entity/Q67914047,2019 Junior Grand Prix Poland - ice dancing,ice dance,Poland,2019
http://www.wikidata.org/entity/Q67920845,2019 CS U.S. International Figure Skating Classic - men's singles,men's singles,United States,2019
http://www.wikidata.org/entity/Q67920860,2019 CS U.S. International Figure Skating Classic - ladies' singles,ladies' singles,United States,2019
http://www.wikidata.org/entity/Q67920878,2019 CS U.S. International Figure Skating Classic - pair skating,pair skating,United States,2019
http://www.wikidata.org/entity/Q67920890,2019 CS U.S. International Figure Skating Classic - ice dancing,ice dance,United States,2019
http://www.wikidata.org/entity/Q67920977,2019 CS Ondrej Nepela Trophy - men's singles,men's singles,Slovakia,2019
http://www.wikidata.org/entity/Q67920987,2019 CS Ondrej Nepela Trophy - ladies' singles,ladies' singles,Slovakia,2019
http://www.wikidata.org/entity/Q67920997,2019 CS Ondrej Nepela Trophy - ice dancing,ice dance,Slovakia,2019
http://www.wikidata.org/entity/Q68280967,2019 ISU World Team Trophy in Figure Skating - men's singles,men's singles,Japan,2019
http://www.wikidata.org/entity/Q68281002,2019 ISU World Team Trophy in Figure Skating - ladies' singles,ladies' singles,Japan,2019
http://www.wikidata.org/entity/Q68281024,2019 ISU World Team Trophy in Figure Skating - pair skating,pair skating,Japan,2019
http://www.wikidata.org/entity/Q68281047,2019 ISU World Team Trophy in Figure Skating - ice dancing,ice dance,Japan,2019
